2nd;	Angle, Mrs William A (Florence);	female;	32.0;	true
2nd;	Beane, Mr Edward;	male;	32.0;	true
2nd;	Doling, Mrs Ada;	female;	32.0;	true
2nd;	Hickman, Mr Lewis;	male;	32.0;	false
2nd;	sser (srallah), Mr Nicholas;	male;	32.0;	false
2nd;	vratil, Mr Michel;	male;	32.0;	false
2nd;	Pinsky, Miss Rosa;	female;	32.0;	true
2nd;	Weisz, Mrs Leopold (Mathilde);	female;	32.0;	true
2nd;	Wilhelms, Mr Charles;	male;	32.0;	true
3rd;	Andersen, Mr Albert Karvin;	male;	32.0;	false
3rd;	Backstrom, Mr Karl Alfred;	male;	32.0;	false
3rd;	Bing, Mr Lee;	male;	32.0;	true
3rd;	Bourke, Mrs John (Catherine);	female;	32.0;	false
3rd;	Chip, Mr Chang;	male;	32.0;	false
3rd;	Dooley, Mr Patrick;	male;	32.0;	false
3rd;	Gronnestad, Mr Daniel Danielsen;	male;	32.0;	false
3rd;	Johansson, Mr Karl Johan;	male;	32.0;	true
3rd;	Jonsson, Mr Carl;	male;	32.0;	true
3rd;	Jussila, Mr Erik;	male;	32.0;	true
3rd;	Leinonen, Mr Antti Gustaf;	male;	32.0;	false
1st;	Carlsson, Mr Frans Olof;	male;	33.0;	false
1st;	Mihan, Miss Daisy E;	female;	33.0;	true
1st;	Rosenbaum (Russell), Miss Edith Louise;	female;	33.0;	true
1st;	Ringhini, Mr Sante;	male;	33.0;	false
2nd;	Hunt, Mr George Henry;	male;	33.0;	false
2nd;	Quick, Mrs Frederick C (Jane Richards);	female;	33.0;	true
2nd;	West, Mrs Edwy Arthur (Ada Mary);	female;	33.0;	true
3rd;	Backstrom, Mrs Karl Alfred (Maria Mathilda Gustafsson);	female;	33.0;	true
3rd;	Carlsson, Mr Frans Olof;	male;	33.0;	false
3rd;	Carlsson, Mr Julius;	male;	33.0;	false
3rd;	Dean, Mrs Bertram (Eva);	female;	33.0;	true
3rd;	Goldsmith, Mr Frank John;	male;	33.0;	false
3rd;	Johansson, Mr Gustaff Joel;	male;	33.0;	false
3rd;	Johnson, Mr Malkolm Joackim;	male;	33.0;	false
1st;	Seward, Mr Frederic Kimber;	male;	34.0;	true
2nd;	Angle, Mr William A;	male;	34.0;	false
2nd;	Beesley, Mr Lawrence;	male;	34.0;	true
2nd;	Drew, Mrs James Vivian (Lulu Thorne Christian);	female;	34.0;	true
2nd;	Gillespie, Mr William;	male;	34.0;	false
2nd;	Hickman, Mr Leord Mark;	male;	34.0;	false
2nd;	Kantor, Mr Sii;	male;	34.0;	false
2nd;	Lemore, Mrs Amelia;	female;	34.0;	true
2nd;	Ponesell, Mr Martin;	male;	34.0;	false
2nd;	Renouf, Mr Peter Henry;	male;	34.0;	false
3rd;	Danbom, Mr Ernst Gilbert;	male;	34.0;	false
3rd;	Johanson, Mr Jakob Alfred;	male;	34.0;	false
1st;	Futrelle, Mrs Jacques (May Peel);	female;	35.0;	true
1st;	Holverson, Mrs Alexander Oskar (Mary Aline Towner);	female;	35.0;	true
1st;	Homer, Mr Harry;	male;	35.0;	true
1st;	Hoyt, Mrs Frederick Maxfield (Jane Anne Forby);	female;	35.0;	true
2nd;	Collyer, Mr Harvey;	male;	35.0;	false
2nd;	Fynney, Mr Joseph J;	male;	35.0;	false
2nd;	Gale, Mr Harry;	male;	35.0;	false
2nd;	Slemen, Mr Richard James;	male;	35.0;	false
2nd;	Walcroft, Miss Nellie;	female;	35.0;	true
3rd;	Abbott, Mrs Stanton (Rosa);	female;	35.0;	true
3rd;	Allen, Mr William Henry;	male;	35.0;	false
3rd;	Asim, Mr Adola;	male;	35.0;	false
3rd;	Brocklebank, Mr William Alfred;	male;	35.0;	false
3rd;	Cor, Mr Bartol;	male;	35.0;	false
1st;	Beattie, Mr Thomson;	male;	36.0;	false
1st;	Cardeza, Mr Thomas Drake Martinez;	male;	36.0;	true
1st;	Carter, Mr William Ernest;	male;	36.0;	true
1st;	Carter, Mrs William Ernest (Lucile Polk);	female;	36.0;	true
1st;	Cavendish, Mr Tyrell William;	male;	36.0;	false
1st;	Crosby, Miss Harriet R;	female;	36.0;	true
1st;	Evans, Miss Edith Corse;	female;	36.0;	false
1st;	Harris, Mrs Henry Birkhardt (Irene Wallach);	female;	36.0;	true
1st;	McGough, Mr James R;	male;	36.0;	true
1st;	tsch, Mr Charles H;	male;	36.0;	false
1st;	Silverthorne, Mr Spencer Victor;	male;	36.0;	true
1st;	Young, Miss Marie Grice;	female;	36.0;	true
2nd;	Balls, Mrs Ada E Hall;	female;	36.0;	true
2nd;	Becker, Mrs Allen Oliver (Nellie E Baumgardner);	female;	36.0;	true
2nd;	Buss, Miss Kate;	female;	36.0;	true
2nd;	Hold, Mrs Stephen (Annie Margaret);	female;	36.0;	true
2nd;	Reeves, Mr David;	male;	36.0;	false
2nd;	Webber, Miss Susan;	female;	36.0;	true
2nd;	West, Mr Edwy Arthur;	male;	36.0;	false
3rd;	Coleff, Mr Peyo;	male;	36.0;	false
3rd;	Coutts, Mrs William (Minnie);	female;	36.0;	true
3rd;	De Messemaeker, Mr William Joseph;	male;	36.0;	true
3rd;	De Messemaeker, Mrs William Joseph (An);	female;	36.0;	true
3rd;	Klasen, Mrs Hulda Kristi;	female;	36.0;	false
3rd;	Leord, Mr Lionel;	male;	36.0;	false
3rd;	Lindell, Mr Edvard Bengtsson;	male;	36.0;	false
3rd;	Van de Velde, Mr John Joseph;	male;	36.0;	false
3rd;	Van Impe, Mr Jean Baptiste;	male;	36.0;	false
3rd;	Wittevrongel, Mr Camiel;	male;	36.0;	false
1st;	Beckwith, Mr Richard Leord;	male;	37.0;	true
1st;	Compton, Mr Alexander Taylor, Jr;	male;	37.0;	false
1st;	Futrelle, Mr Jacques;	male;	37.0;	false
1st;	Mihan, Mrs William Edward (Lillian E Thorpe);	female;	37.0;	true
3rd;	Carr, Miss Jeannie;	female;	37.0;	false
3rd;	Gustafsson, Mr Anders Vilhelm;	male;	37.0;	false
3rd;	Laitinen, Miss Kriti Sofia;	female;	37.0;	false
1st;	Cumings, Mrs John Bradley (Florence Briggs Thayer);	female;	38.0;	true
1st;	Graham, Mr George Edward;	male;	38.0;	false
1st;	Hoyt, Mr Frederick Maxfield;	male;	38.0;	true
2nd;	Fox, Mr Stanley H;	male;	38.0;	false
2nd;	Funk, Miss Annie C;	female;	38.0;	false
2nd;	Gale, Mr Shadrach;	male;	38.0;	false
3rd;	Andersson, Miss Ida Augusta Margareta;	female;	38.0;	false
3rd;	Asplund, Mrs Carl Oscar (Selma Augusta Johansson);	female;	38.0;	true
3rd;	Cacic, Mr Luka;	male;	38.0;	false
3rd;	Georges, Mrs Shahini Weappi;	female;	38.0;	true
3rd;	Goncalves, Mr Manuel Estanslas;	male;	38.0;	false
1st;	Andrews, Mr Thomas, jr;	male;	39.0;	false
1st;	Blank, Mr Henry;	male;	39.0;	true
1st;	Compton, Miss Sara Rebecca;	female;	39.0;	true
1st;	Cumings, Mr John Bradley;	male;	39.0;	false
1st;	Dulles, Mr William Crothers;	male;	39.0;	false
1st;	Silvey, Mrs William Baird (Alice Munger);	female;	39.0;	true
1st;	Taussig, Mrs Emil (Tillie Mandelbaum);	female;	39.0;	true
1st;	Thayer, Mrs John Borland (Marian Longstreth Morris);	female;	39.0;	true
2nd;	Otter, Mr Richard;	male;	39.0;	false
3rd;	Andersson, Mr Anders Johan;	male;	39.0;	false
3rd;	Andersson, Mrs Anders Johan (Alfrida K Brogren);	female;	39.0;	false
3rd;	Karun, Mr Franz;	male;	39.0;	false
3rd;	Kink, Mr Anton;	male;	39.0;	true
3rd;	Lester, Mr James;	male;	39.0;	false
1st;	Kimball, Mrs Edwin Nelson Jr (Gertrude Parsons);	female;	40.0;	true
1st;	Shutes, Miss Elizabeth W;	female;	40.0;	true
1st;	Spedden, Mrs Frederick Oakley (Margaretta Corning Stone);	female;	40.0;	true
1st;	Harrison, Mr William   Henry;	male;	40.0;	false
2nd;	Brown, Mrs Thomas William Solomon (Elizabeth C);	female;	40.0;	true
2nd;	Peruschitz, Rev Joseph M;	male;	40.0;	false
2nd;	Watt, Mrs James (Bessie Inglis Milne);	female;	40.0;	true
3rd;	Ahlin, Mrs Johan Persdotter;	female;	40.0;	false
3rd;	Asplund, Mr Carl Oscar Vilhelm Gustafsson;	male;	40.0;	false
3rd;	Badt, Mr Mohamed;	male;	40.0;	false
3rd;	Bourke, Mr John;	male;	40.0;	false
3rd;	Goodwin, Mr Frederick;	male;	40.0;	false
3rd;	Green, Mr George;	male;	40.0;	false
1st;	Brady, Mr John Bertram;	male;	41.0;	false
1st;	Kenyon, Mr Frederick R;	male;	41.0;	false
2nd;	Hosono, Mr Masafumi;	male;	41.0;	true
2nd;	Mellenger, Mrs Elizabeth Anne;	female;	41.0;	true
2nd;	Stanton, Mr Samuel Ward;	male;	41.0;	false
3rd;	Aijo-Nirva, Mr Isak;	male;	41.0;	false
3rd;	Goldsmith, Mr than;	male;	41.0;	false
3rd;	Hansen, Mr Claus Peter;	male;	41.0;	false
1st;	Holverson, Mr Alexander Oskar;	male;	42.0;	false
1st;	Kimball, Mr Edwin Nelson Jr;	male;	42.0;	true
1st;	Lindeberg-Lind, Mr Erik Gustaf;	male;	42.0;	false
2nd;	Bystrom, Mrs Caroli;	female;	42.0;	true
2nd;	Drew, Mr James Vivian;	male;	42.0;	false
2nd;	Hold, Mr Stephen;	male;	42.0;	false
2nd;	Phillips, Miss Alice;	female;	42.0;	true
3rd;	Abbing, Mr Anthony;	male;	42.0;	false
3rd;	Dimic, Mr Jovan;	male;	42.0;	false
3rd;	Humblin, Mr Adolf Mathias Nicolai Olsen;	male;	42.0;	false
3rd;	Kelly, Mr James;	male;	42.0;	false
1st;	Robert, Mrs Edward Scott (Elisabeth Walton McMillan);	female;	43.0;	true
1st;	Stengel, Mrs Charles Emil Henry (Annie May Morris);	female;	43.0;	true
2nd;	Hart, Mr Benjamin;	male;	43.0;	false
3rd;	Cook, Mr Jacob;	male;	43.0;	false
3rd;	Dintcheff, Mr Valtcho;	male;	43.0;	false
3rd;	Goodwin, Mrs Frederick (Augusta);	female;	43.0;	false
3rd;	Holm, Mr John Frederik Alexander;	male;	43.0;	false
1st;	Brown," Mrs James Joseph (Margaret Molly"" Tobin)"";	female;	44.0;	true
1st;	Frauenthal, Mr Isaac Gerald;	male;	44.0;	true
1st;	Hippach, Mrs Louis Albert (Ida Sophia Fischer);	female;	44.0;	true
1st;	Mihan, Dr William Edward;	male;	44.0;	false
2nd;	Carter, Mrs Ernest Courtey (Lillian Hughes);	female;	44.0;	false
2nd;	Harbeck, Mr William H;	male;	44.0;	false
3rd;	Cribb, Mr John Hatfield;	male;	44.0;	false
3rd;	Kelly, Mr James;	male;	44.0;	false
1st;	Blackwell, Mr Stephen Weart;	male;	45.0;	false
1st;	Bowen, Miss Grace Scott;	female;	45.0;	true
1st;	Butt, Major Archibald Willingham;	male;	45.0;	false
1st;	Gibson, Mrs Leord (Pauline C Boeson);	female;	45.0;	true
1st;	Greenfield, Mrs Leo David (Blanche Strouse);	female;	45.0;	true
1st;	Harris, Mr Henry Birkhardt;	male;	45.0;	false
1st;	Spedden, Mr Frederick Oakley;	male;	45.0;	true
1st;	Wick, Mrs George Dennick (Martha Hitchcock);	female;	45.0;	true
2nd;	Brown, Mr Thomas William Solomon;	male;	45.0;	false
2nd;	Gilbert, Mr William;	male;	45.0;	false
2nd;	Hart, Mrs Benjamin (Esther);	female;	45.0;	true
2nd;	Kelly, Mrs Florence (Fannie);	female;	45.0;	true
2nd;	McCrae, Mr Arthur Gordon;	male;	45.0;	false
3rd;	Assaf, Mrs Maria;	female;	45.0;	true
3rd;	Barbara, Mrs Catherine;	female;	45.0;	false
3rd;	Dahl, Mr Charles Edward;	male;	45.0;	true
3rd;	Ekstrom, Mr Johan;	male;	45.0;	false
3rd;	Hansen, Mrs Claus Peter;	female;	45.0;	true
3rd;	Lindblom, Miss Augusta Charlotta;	female;	45.0;	false
3rd;	Wilkes, Mrs Ellen;	female;	45.0;	true
1st;	Chaffee, Mr Herbert Fuller;	male;	46.0;	false
1st;	Guggenheim, Mr Benjamin;	male;	46.0;	false
1st;	Jones, Mr Charles Cresson;	male;	46.0;	false
1st;	McCaffry, Mr Thomas Francis;	male;	46.0;	false
1st;	Porter, Mr Walter Chamberlain;	male;	46.0;	false
1st;	Swift, Mrs Frederick Joel (Margaret Welles Barron);	female;	46.0;	true
1st;	Thorne, Mr George (alias of: Mr George Rosenshine);	male;	46.0;	false
2nd;	McKane, Mr Peter D;	male;	46.0;	false
1st;	Anderson, Mr Harry;	male;	47.0;	true
1st;	Astor, Colonel John Jacob;	male;	47.0;	false
1st;	Beckwith, Mrs Richard Leord (Sallie Monypeny);	female;	47.0;	true
1st;	Chaffee, Mrs Herbert Fuller (Carrie Constance Toogood);	female;	47.0;	true
1st;	Gee, Mr Arthur H;	male;	47.0;	false
1st;	Moore, Mr Clarence Bloomfield;	male;	47.0;	false
1st;	Walker, Mr William Anderson;	male;	47.0;	false
3rd;	Elsbury, Mr James;	male;	47.0;	false
3rd;	Vereruysse, Mr Victor;	male;	47.0;	false
1st;	Brandeis, Mr Emil;	male;	48.0;	false
1st;	Douglas, Mrs Walter Dold (Mahala Dutton);	female;	48.0;	true
1st;	Duff Gordon, Lady (Lucille Wallace Sutherland);	female;	48.0;	true
1st;	Frolicher-Stehli, Mrs Maxmillian (Margaretha Emerentia Stehli);	female;	48.0;	true
1st;	Harper, Mr Henry Sleeper;	male;	48.0;	true
1st;	Ryerson, Mrs Arthur Larned (Emily Maria Borie);	female;	48.0;	true
1st;	Taylor, Mr Elmer Zebley;	male;	48.0;	true
2nd;	Herman, Mrs Samuel (Jane Laver);	female;	48.0;	true
2nd;	Louch, Mr Charles Alexander;	male;	48.0;	false
2nd;	Milling, Mr Jacob Christian;	male;	48.0;	false
3rd;	Ford, Mrs Edward (Margaret Ann);	female;	48.0;	false
3rd;	Jensen, Mr Niels Peder;	male;	48.0;	false
1st;	Case, Mr Howard Brown;	male;	49.0;	false
1st;	Duff Gordon, Sir Cosmo Edmund;	male;	49.0;	true
1st;	Frauenthal, Dr Henry William;	male;	49.0;	true
1st;	Goldenberg, Mr Samuel L;	male;	49.0;	true
1st;	Harper, Mrs Henry Sleeper (My Haxtun);	female;	49.0;	true
1st;	Ismay, Mr Joseph Bruce;	male;	49.0;	true
1st;	Thayer, Mr John Borland;	male;	49.0;	false
2nd;	Davis, Mrs Agnes;	female;	49.0;	true
2nd;	Herman, Mr Samuel;	male;	49.0;	false
3rd;	Johnson, Mr Alfred;	male;	49.0;	false
1st;	Baxter, Mrs James (Helene DeLaudeniere Chaput);	female;	50.0;	true
1st;	Douglas, Mr Walter Dold;	male;	50.0;	false
1st;	Isham, Miss Anne Elizabeth;	female;	50.0;	false
1st;	Lines, Mrs Ernest H (Elizabeth Lindsey James);	female;	50.0;	true
1st;	Silvey, Mr William Baird;	male;	50.0;	false
1st;	Widener, Mr George Dunton;	male;	50.0;	false
1st;	Widener, Mrs George Dunton (Eleanor Elkins);	female;	50.0;	true
2nd;	Greenberg, Mr Samuel;	male;	50.0;	false
2nd;	Parrish, Mrs Lutie Davis;	female;	50.0;	true
2nd;	Ridsdale, Miss Lucy;	female;	50.0;	true
2nd;	Toomey, Miss Ellen;	female;	50.0;	true
1st;	Hogeboom, Mrs John C (An Andrews);	female;	51.0;	true
1st;	Williams, Mr Charles Duane;	male;	51.0;	false
2nd;	Bateman, Rev Robert James;	male;	51.0;	false
3rd;	Widegren, Mr Charles Peter;	male;	51.0;	false
1st;	Hays, Mrs Charles Melville (Clara Jennings Gregg);	female;	52.0;	true
1st;	Peuchen, Major Arthur Godfrey;	male;	52.0;	true
1st;	Stephenson, Mrs Walter Bertram (Martha Eustis);	female;	52.0;	true
1st;	Taussig, Mr Emil;	male;	52.0;	false
2nd;	Chapman, Mr Charles Henry;	male;	52.0;	false
2nd;	Hodges, Mr Henry Price;	male;	52.0;	false
1st;	Candee, Mrs Edward (Helen Churchill Hungerford);	female;	53.0;	true
1st;	Eustis, Miss Elizabeth Mussey;	female;	53.0;	true
2nd;	Hocking, Mrs Elizabeth;	female;	53.0;	true
1st;	Gracie, Colonel Archibald IV;	male;	54.0;	true
1st;	McCarthy, Mr Timothy J;	male;	54.0;	false
1st;	Rothschild, Mrs Martin (Elizabeth L Barrett);	female;	54.0;	true
1st;	Stengel, Mr Charles Emil Henry;	male;	54.0;	true
1st;	White, Mr Percival Wayland;	male;	54.0;	false
2nd;	Carter, Rev Ernest Courtey;	male;	54.0;	false
2nd;	Moraweck, Dr Ernest;	male;	54.0;	false
1st;	Cornell, Mrs Robert Clifford (Malvi Helen Lamson);	female;	55.0;	true
1st;	Hays, Mr Charles Melville;	male;	55.0;	false
1st;	Lindstrom, Mrs Carl Johan (Sigrid Posse);	female;	55.0;	true
1st;	Molson, Mr Harry Markland;	male;	55.0;	false
1st;	Rothschild, Mr Martin;	male;	55.0;	false
1st;	White, Mrs J Stuart (Ella Holmes);	female;	55.0;	true
1st;	Potter, Mrs Thomas, Jr (Lily Alexenia Wilson);	female;	56.0;	true
1st;	Simonius-Blumer, Col Alfons;	male;	56.0;	true
1st;	Smart, Mr John Montgomery;	male;	56.0;	false
1st;	Smith, Mr James Clinch;	male;	56.0;	false
1st;	Spencer, Mr William Augustus;	male;	57.0;	false
1st;	Wick, Mr George Dennick;	male;	57.0;	false
2nd;	Ashby, Mr John;	male;	57.0;	false
2nd;	Mack, Mrs Mary;	female;	57.0;	false
1st;	Appleton, Mrs Edward Dale (Charlotte Lamson);	female;	58.0;	true
1st;	Bonnell, Miss Elizabeth;	female;	58.0;	true
1st;	Cardeza, Mrs James Warburton Martinez (Charlotte Wardle Drake);	female;	58.0;	true
1st;	Graham, Mrs William Thompson (Edith Junkins);	female;	58.0;	true
1st;	Kent, Mr Edward Austin;	male;	58.0;	false
1st;	Newell, Mr Arthur Webster;	male;	58.0;	false
1st;	Brown, Mrs John Murray (Caroline Lane Lamson);	female;	59.0;	true
2nd;	Sjostedt, Mr Ernst Adolf;	male;	59.0;	false
3rd;	Coxon, Mr Daniel;	male;	59.0;	false
1st;	Bucknell, Mrs William Robert (Emma Eliza Ward);	female;	60.0;	true
1st;	Fortune, Mrs Mark (Mary McDougald);	female;	60.0;	true
1st;	Frolicher-Stehli, Mr Maxmillian;	male;	60.0;	true
1st;	Warren, Mrs Frank Manley (An S Atkinson);	female;	60.0;	true
1st;	Weir, Col John;	male;	60.0;	false
1st;	Ryerson, Mr Arthur Larned;	male;	61.0;	false
1st;	Sutton, Mr Frederick;	male;	61.0;	false
1st;	Van Derhoef, Mr Wyckoff;	male;	61.0;	false
1st;	Stead, Mr William Thomas;	male;	62.0;	false
1st;	Stone, Mrs George Nelson (Martha E);	female;	62.0;	true
1st;	Andrews, Miss Kornelia Theodosia;	female;	63.0;	true
1st;	Straus, Mrs Isidor (Ida Blun);	female;	63.0;	false
3rd;	Turkula, Mrs Hedvig;	female;	63.0;	true
1st;	Compton, Mrs Alexander Taylor (Mary Eliza Ingersoll);	female;	64.0;	true
1st;	Fortune, Mr Mark;	male;	64.0;	false
1st;	Nicholson, Mr Arthur Ernest;	male;	64.0;	false
1st;	Ostby, Mr Engelhart Cornelius;	male;	64.0;	false
1st;	Warren, Mr Frank Manley;	male;	64.0;	false
2nd;	Myles, Mr Thomas Francis;	male;	64.0;	false
1st;	Millet, Mr Francis Davis;	male;	65.0;	false
3rd;	Dewan, Mr Frank;	male;	65.0;	false
1st;	Straus, Mr Isidor;	male;	67.0;	false
1st;	Crosby, Mrs Edward Gifford (Catherine Elizabeth Halstead);	female;	69.0;	true
1st;	Crosby, Captain Edward Gifford;	male;	70.0;	false
1st;	Artagaveytia, Mr Ramon;	male;	71.0;	false
1st;	Goldschmidt, Mr George B;	male;	71.0;	false
2nd;	Mitchell, Mr Henry Michael;	male;	71.0;	false
PClass;	Name;	Sex;	Age;	Survived
3rd;	Dean, Miss Elizabeth Gladys (Millve);	female;	0.17;	true
3rd;	Danbom, Master Gilbert Sigvard Emanuel;	male;	0.33;	false
2nd;	Richards, Master George Sidney;	male;	0.8;	true
2nd;	Caldwell, Master Alden Gates;	male;	0.83;	true
3rd;	Aks, Master Philip;	male;	0.83;	true
1st;	Allison, Master Hudson Trevor;	male;	0.92;	true
2nd;	Becker, Master Richard F;	male;	1.0;	true
2nd;	Hamalainen, Master Viljo;	male;	1.0;	true
2nd;	LaRoche, Miss Louise;	female;	1.0;	true
3rd;	Dean, Master Bertram Vere;	male;	1.0;	true
3rd;	Johnson, Miss Eleanor Ileen;	female;	1.0;	true
3rd;	Klasen, Miss Gertrud Emilia;	female;	1.5;	false
3rd;	Sandstrom, Miss Beatrice Irene;	female;	1.5;	false
1st;	Allison, Miss Helen Loraine;	female;	2.0;	false
2nd;	Mallet, Master Andre;	male;	2.0;	true
2nd;	vratil, Master Edmond Roger;	male;	2.0;	true
2nd;	Quick, Miss Phyllis May;	female;	2.0;	true
2nd;	Wells, Master Ralph Lester;	male;	2.0;	true
3rd;	Andersson, Miss Ellis An Maria;	female;	2.0;	false
3rd;	Hirvonen, Miss Hildur E;	female;	2.0;	false
2nd;	LaRoche, Miss Simonne;	female;	3.0;	true
2nd;	vratil, Master Michel M;	male;	3.0;	true
2nd;	Richards, Master William Rowe;	male;	3.0;	true
3rd;	Aspland, Master Edvin Rojj Felix;	male;	3.0;	true
3rd;	Baclini, Miss Eugenie;	female;	3.0;	true
3rd;	Coutts, Master Neville;	male;	3.0;	true
1st;	Dodge, Master Washington;	male;	4.0;	true
2nd;	Becker, Miss Marion Louise;	female;	4.0;	true
2nd;	Wells, Miss Joan;	female;	4.0;	true
3rd;	Andersson, Master Sigvard Harald Elias;	male;	4.0;	false
3rd;	Johnson, Master Harold Theodor;	male;	4.0;	true
3rd;	Karun, Miss An Mary;	female;	4.0;	true
3rd;	Kink, Miss Louise Gretchen;	female;	4.0;	true
3rd;	Asplund, Master Carl Edgar;	male;	5.0;	false
3rd;	Asplund, Miss Lillian Gertrud;	female;	5.0;	true
3rd;	Emanuel, Miss Virginia Ethel;	female;	5.0;	true
1st;	Spedden, Master Robert Douglas;	male;	6.0;	true
2nd;	Harper, Miss Ni;	female;	6.0;	true
3rd;	Andersson, Miss Ebba Iris;	female;	6.0;	false
3rd;	Boulos, Master Akar;	male;	6.0;	false
3rd;	Goodwin, Master Sidney L;	male;	6.0;	false
2nd;	Hart, Miss Eva Miriam;	female;	7.0;	true
2nd;	Collyer, Miss Marjorie;	female;	8.0;	true
2nd;	Davis, Master John Morgan;	male;	8.0;	true
2nd;	Drew, Master Marshall Brines;	male;	8.0;	true
2nd;	Quick, Miss Winifred Vera;	female;	8.0;	true
3rd;	Andersson, Miss Ingeborg Constancia;	female;	9.0;	false
3rd;	Asplund, Master Clarence Gustaf Hugo;	male;	9.0;	false
3rd;	Boulos, Miss Laura;	female;	9.0;	false
3rd;	Coutts, Master William Leslie;	male;	9.0;	true
3rd;	Ford, Miss Maggie;	female;	9.0;	false
3rd;	Goldsmith, Master Frank John William;	male;	9.0;	true
3rd;	Goodwin, Master Harold V;	male;	9.0;	false
3rd;	Goodwin, Miss Jessie A;	female;	10.0;	false
3rd;	Van Impe, Miss Catharine;	female;	10.0;	false
1st;	Carter, Master William T II;	male;	11.0;	true
3rd;	Andersson, Miss Sigrid Elizabeth;	female;	11.0;	false
3rd;	Goodwin, Master William F;	male;	11.0;	false
2nd;	Becker, Miss Ruth Elizabeth;	female;	12.0;	true
2nd;	Watt, Miss Bertha;	female;	12.0;	true
1st;	Ryerson, Master John Borie;	male;	13.0;	true
2nd;	Mellenger, Miss Madeleine Violet;	female;	13.0;	true
3rd;	Abbott, Master Eugene Joseph;	male;	13.0;	false
3rd;	Asplund, Master Filip Oscar;	male;	13.0;	false
1st;	Carter, Miss Lucile Polk;	female;	14.0;	true
2nd;	Sweet, Mr George;	male;	14.0;	false
3rd;	Goodwin, Mr Charles E;	male;	14.0;	false
3rd;	Vestrom, Miss Hulda Amanda Adolfi;	female;	14.0;	false
1st;	Madill, Miss Georgette Alexandra;	female;	15.0;	true
2nd;	Brown, Miss Edith E;	female;	15.0;	true
3rd;	Banoura, Miss Ayout;	female;	15.0;	true
3rd;	Van der Planke, Mr Leon;	male;	15.0;	false
3rd;	Yasbeck, Mrs Antoni;	female;	15.0;	true
1st;	Hippach, Miss Jean Gertrude;	female;	16.0;	true
1st;	Lines, Miss Mary Conover;	female;	16.0;	true
2nd;	Gaskell, Mr Alfred;	male;	16.0;	false
3rd;	Abbott, Mr Rossmore Edward;	male;	16.0;	false
3rd;	Abelseth, Miss An Karen;	female;	16.0;	true
3rd;	Carr, Miss Helen;	female;	16.0;	true
3rd;	Eklund, Mr Hans Linus;	male;	16.0;	false
3rd;	Ford, Mr Neil Watson;	male;	16.0;	false
3rd;	Gilgh, Miss Katie;	female;	16.0;	true
3rd;	Goodwin, Miss Lillian A;	female;	16.0;	false
1st;	Dick, Mrs Albert Adrian Vera Gillespie;	female;	17.0;	true
1st;	Pesco, Mrs Victor de Satode (Josefa de Soto);	female;	17.0;	true
1st;	Thayer, Mr John Borland, jr;	male;	17.0;	true
2nd;	Ilett, Miss Bertha;	female;	17.0;	true
3rd;	Allum, Mr Owen George;	male;	17.0;	false
3rd;	Andersson, Miss Er;	female;	17.0;	true
3rd;	Attalah, Miss Malaka;	female;	17.0;	false
3rd;	Calic, Mr Peter;	male;	17.0;	false
3rd;	Cribb, Miss Laura Alice;	female;	17.0;	true
3rd;	Davies, Mr Joseph;	male;	17.0;	false
3rd;	Hagardon, Miss Kate;	female;	17.0;	false
3rd;	Jensen, Mr Svend Lauritz;	male;	17.0;	false
3rd;	Kallio, Mr Nikolai Erland;	male;	17.0;	false
1st;	Pesco, Mr Victor de Satode;	male;	18.0;	false
1st;	Ryerson, Miss Emily Borie;	female;	18.0;	true
1st;	Smith, Mrs Lucien Philip (Mary Eloise Hughes;	female;	18.0;	true
1st;	Taussig, Miss Ruth;	female;	18.0;	true
2nd;	Andrew, Mr Edgar Samuel;	male;	18.0;	false
2nd;	Bailey, Mr Percy Andrew;	male;	18.0;	false
2nd;	Deacon, Mr Percy;	male;	18.0;	false
2nd;	Dibden, Mr William;	male;	18.0;	false
2nd;	Doling, Miss Elsie;	female;	18.0;	true
2nd;	Hiltunen, Miss Marta;	female;	18.0;	false
2nd;	sser (srallah), Mrs Nicholas;	female;	18.0;	true
2nd;	Silven, Miss Lyyli;	female;	18.0;	true
2nd;	Swane, Mr George;	male;	18.0;	false
3rd;	Abraham, Mrs Joseph (Sophie Easu);	female;	18.0;	true
3rd;	Aks, Mrs Sam (Leah Rosen);	female;	18.0;	true
3rd;	Arnold, Mrs Josef (Josephine Frank);	female;	18.0;	false
3rd;	Badman, Miss Emily Louisa;	female;	18.0;	true
3rd;	Barbara, Miss Saude;	female;	18.0;	false
3rd;	Bjorklund, Ernst Herbert;	male;	18.0;	false
3rd;	Bradley, Miss Bridget Delia;	female;	18.0;	true
3rd;	Burns, Miss Mary Delia;	female;	18.0;	false
3rd;	Cacic, Mr Grego;	male;	18.0;	false
3rd;	Chronopoulos, Mr Demetrios;	male;	18.0;	false
3rd;	Edvardsson, Mr Gustaf Hjalmar;	male;	18.0;	false
3rd;	Ford, Mr Edward Watson;	male;	18.0;	false
3rd;	Hegarty, Miss Nora;	female;	18.0;	false
3rd;	Klasen, Mr Klas Albin;	male;	18.0;	false
3rd;	Turja, Miss An Sofia;	female;	18.0;	true
3rd;	Van der Planke, Miss Augusta;	female;	18.0;	false
3rd;	Wiklund, Mr Jacob Alfred;	male;	18.0;	false
